Grid ID,Min Lat,Max Lat,Min Long,Max Long,Ride Count
1,40.626749,40.6295102020202,-74.045488,-74.04191532142858,0
2,40.626749,40.6295102020202,-74.04191532142858,-74.03834264285715,0
3,40.626749,40.6295102020202,-74.03834264285715,-74.03476996428572,0
4,40.626749,40.6295102020202,-74.03476996428572,-74.03119728571428,0
5,40.626749,40.6295102020202,-74.03119728571428,-74.02762460714287,0
6,40.626749,40.6295102020202,-74.02762460714287,-74.02405192857144,0
7,40.626749,40.6295102020202,-74.02405192857144,-74.02047925000001,0
8,40.626749,40.6295102020202,-74.02047925000001,-74.01690657142858,0
9,40.626749,40.6295102020202,-74.01690657142858,-74.01333389285715,0
10,40.626749,40.6295102020202,-74.01333389285715,-74.00976121428572,0
11,40.626749,40.6295102020202,-74.00976121428572,-74.00618853571429,0
12,40.626749,40.6295102020202,-74.00618853571429,-74.00261585714286,0
13,40.626749,40.6295102020202,-74.00261585714286,-73.99904317857143,0
14,40.626749,40.6295102020202,-73.99904317857143,-73.99547050000001,0
15,40.626749,40.6295102020202,-73.99547050000001,-73.99189782142858,0
16,40.626749,40.6295102020202,-73.99189782142858,-73.98832514285715,0
17,40.626749,40.6295102020202,-73.98832514285715,-73.98475246428572,0
18,40.626749,40.6295102020202,-73.98475246428572,-73.98117978571429,0
19,40.626749,40.6295102020202,-73.98117978571429,-73.97760710714286,0
20,40.626749,40.6295102020202,-73.97760710714286,-73.97403442857143,0
21,40.626749,40.6295102020202,-73.97403442857143,-73.97046175,0
22,40.626749,40.6295102020202,-73.97046175,-73.96688907142857,0
23,40.626749,40.6295102020202,-73.96688907142857,-73.96331639285714,0
24,40.626749,40.6295102020202,-73.96331639285714,-73.95974371428572,0
25,40.626749,40.6295102020202,-73.95974371428572,-73.95617103571429,0
26,40.626749,40.6295102020202,-73.95617103571429,-73.95259835714286,0
27,40.626749,40.6295102020202,-73.95259835714286,-73.94902567857143,0
28,40.626749,40.6295102020202,-73.94902567857143,-73.945453,0
29,40.626749,40.6295102020202,-73.945453,-73.94188032142857,0
30,40.626749,40.6295102020202,-73.94188032142857,-73.93830764285714,0
31,40.626749,40.6295102020202,-73.93830764285714,-73.93473496428571,0
32,40.626749,40.6295102020202,-73.93473496428571,-73.93116228571428,0
33,40.626749,40.6295102020202,-73.93116228571428,-73.92758960714286,0
34,40.626749,40.6295102020202,-73.92758960714286,-73.92401692857143,0
35,40.626749,40.6295102020202,-73.92401692857143,-73.92044425,0
36,40.626749,40.6295102020202,-73.92044425,-73.91687157142857,0
37,40.626749,40.6295102020202,-73.91687157142857,-73.91329889285714,0
38,40.626749,40.6295102020202,-73.91329889285714,-73.90972621428571,0
39,40.626749,40.6295102020202,-73.90972621428571,-73.90615353571428,0
40,40.626749,40.6295102020202,-73.90615353571428,-73.90258085714285,0
41,40.626749,40.6295102020202,-73.90258085714285,-73.89900817857142,0
42,40.626749,40.6295102020202,-73.89900817857142,-73.89543549999999,0
43,40.626749,40.6295102020202,-73.89543549999999,-73.89186282142857,0
44,40.626749,40.6295102020202,-73.89186282142857,-73.88829014285714,0
45,40.626749,40.6295102020202,-73.88829014285714,-73.88471746428571,0
46,40.626749,40.6295102020202,-73.88471746428571,-73.88114478571428,0
47,40.626749,40.6295102020202,-73.88114478571428,-73.87757210714285,0
48,40.626749,40.6295102020202,-73.87757210714285,-73.87399942857142,0
49,40.626749,40.6295102020202,-73.87399942857142,-73.87042675,0
50,40.626749,40.6295102020202,-73.87042675,-73.86685407142856,0
51,40.626749,40.6295102020202,-73.86685407142856,-73.86328139285713,0
52,40.626749,40.6295102020202,-73.86328139285713,-73.85970871428572,0
53,40.626749,40.6295102020202,-73.85970871428572,-73.85613603571429,0
54,40.626749,40.6295102020202,-73.85613603571429,-73.85256335714286,0
