bike_volume,total_population,population_density,male_percent,percent_inhouseholds,percent_marriedhouseholds,percent_cohabitingcouple,percent_solomale,percent_solofemale,percent_occupiedhousingunits,percent_owneroccupied,percent_renteroccupied,median_age,percent_under5,percent_5to9,percent_10to14,percent_15to19,percent_20to24,percent_25to29,percent_30to34,percent_35to39,percent_40to44,percent_45to49,percent_50to54,percent_55to59,percent_60to64,percent_65to69,percent_70to74,percent_75to79,percent_80to84,percent_over85,male_median_age,male_percent_under5,male_percent_5to9,male_percent_10to14,male_percent_15to19,male_percent_20to24,male_percent_25to29,male_percent_30to34,male_percent_35to39,male_percent_40to44,male_percent_45to49,male_percent_50to54,male_percent_55to59,male_percent_60to64,male_percent_65to69,male_percent_70to74,male_percent_75to79,male_percent_80to84,male_percent_over85,Female_median_age,female_percent_under5,female_percent_5to9,female_percent_10to14,female_percent_15to19,female_percent_20to24,female_percent_25to29,female_percent_30to34,female_percent_35to39,female_percent_40to44,female_percent_45to49,female_percent_50to54,female_percent_55to59,female_percent_60to64,female_percent_65to69,female_percent_70to74,female_percent_75to79,female_percent_80to84,female_percent_over85,median_household_income,percent_income_under10k,percent_income_10to15k,percent_income_15to25k,percent_income_25to35k,percent_income_35to50k,percent_income_50to75k,percent_income_75to100k,percent_income_100to150k,percent_income_150to200k,percent_income_over200k,percent_novehicles,percent_1vehicle_perperson,percent_lessthan1vehicle_perperson,under25y_percent_highschool,under25y_percent_somecollege,under25y_percent_bachelors,over25y_percent_highschool,over25y_percent_somecollege,over25y_percent_bachelors,over25y_percent_graduatedegree
4.407303849,0.415850125,-0.822408587,0.01658684,0.371372265,-0.42637506,-0.079351762,-0.553860494,-0.873605484,0.378130842,0.804661979,-0.724010715,-0.085006868,-0.267195509,0.13731023,0.570052899,0.624539277,0.475133575,-0.497768753,-0.555421642,-0.479890357,0.159367473,1.155382729,0.166938224,0.8093836,0.200784635,-0.426381586,-0.64188781,-0.224848124,-0.510240548,0.110057252,0.011864497,-0.319832979,0.139467721,0.473861013,0.532773227,0.54295629,-0.66981645,-0.505143975,-0.536210666,0.065864606,0.779922174,0.138614598,1.190616036,0.209723597,-0.049517167,-0.866463331,0.007119927,-0.370062329,0.037897191,-0.169838807,-0.209890406,0.11007068,0.60153224,0.659295771,0.381913277,-0.348559244,-0.58058061,-0.373075729,0.238334333,1.250798131,0.17466906,0.387318779,0.177643701,-0.714206103,-0.409375153,-0.384435548,-0.584212987,0.119753681,-0.149095395,-0.103230006,-0.947806839,0.570230143,0.966701846,-0.120238018,-0.29486628,-1.188891756,1.650590935,-0.975521796,0.009328629,-1.114882528,1.36044598,-1.474412214,1.163430246,-0.578774115,-1.065668024,0.142982368,-0.134027218,-0.626385859,0.340329864
13.35486254,1.186836668,-1.002045973,-0.099099724,0.362071801,-0.020224369,0.063506505,-0.660265053,-0.742746455,0.569631852,1.317093995,-1.194105887,0.146447134,-0.542997652,0.270012871,0.641911517,0.699004121,0.164004702,-0.24257358,-0.917531328,-0.874585298,0.467953157,1.22622587,1.814788787,0.584455506,0.166328049,-0.164623247,0.100261199,-0.727293785,-0.681655581,-0.629681842,-0.044860055,-0.567029147,0.247839811,0.571397445,0.518809425,0.501594135,-0.12147096,-0.955274098,-1.00859475,0.041696224,1.112567447,1.51315467,0.096037589,0.184196083,0.273220856,0.072035246,-0.547218216,-0.721756825,-0.508705097,0.199627045,-0.489623099,0.259233802,0.64299879,0.809598213,-0.113006296,-0.329364809,-0.847318272,-0.653403785,0.82637992,1.057284395,1.754552216,0.924311029,0.138234861,-0.524846136,0.120284069,-0.818135013,-0.616558073,-0.581523518,0.564136322,-0.820813435,-0.659104016,-0.027034027,-1.537220352,-0.768582322,0.66936185,1.029130486,1.60750993,0.658562933,-0.374258619,-1.049513668,1.041087263,-0.659896334,0.828973223,-0.40970897,-0.191108954,-0.253772451,1.532784341,-0.524279988,-0.192283972
30.5627108,0.940513438,-0.731477026,-1.410505094,-0.262076173,-0.981870766,-0.284430288,-0.546852747,0.158222394,0.570792587,-0.724718322,0.818888348,0.449117752,-0.673967924,0.456884599,0.558957606,0.836039607,0.068785833,-0.829247603,-0.813769782,-0.922798372,-0.370981511,0.308056516,0.996733232,0.652772029,0.176739454,0.276575445,0.237318226,0.367791096,0.446695798,0.453481519,-0.215033709,-0.239105896,0.790501089,0.906232922,0.875460693,0.248672823,-0.674413135,-0.740672335,-1.086758037,-0.622855229,-0.059261005,0.93720804,0.431144053,-0.097117034,0.099336954,-0.191713293,0.038395168,0.148930244,0.345978803,0.649411559,-0.956077992,0.165029451,0.232729995,0.76922716,-0.051562447,-0.89456758,-0.835944623,-0.697641492,-0.068666119,0.543936343,0.87536135,0.727278926,0.350863191,0.363337683,0.494151502,0.525962518,0.570362528,0.360782405,-1.091394853,-0.581618959,1.361815746,1.676925517,1.908347801,0.90630713,0.106895441,-0.911638976,-1.278917398,-1.051525737,-0.692355361,0.335836312,-0.482934564,0.344893271,0.951178673,-0.673873259,-0.660146221,0.388592494,1.163795523,-0.802750545,-0.942785288
22.32752957,-0.868438913,-0.784891022,0.909542696,0.152084328,-1.257367166,2.176811447,1.884464572,-0.088850884,0.123269184,-1.413014275,1.415486378,-0.886193798,0.808909382,0.624259666,1.699079065,-0.561678168,-0.490362832,0.588800933,1.587999646,2.546369733,2.320177753,-0.465819091,-1.185235536,-1.71874264,-1.701895027,-2.324004789,-2.050837343,-1.564469138,-1.369549152,-1.197466166,-0.782279223,0.636361572,0.604866052,1.291777243,-0.474171163,-0.485759284,0.724656164,1.230044515,1.513733928,1.038161919,-0.19923462,-0.292990723,-1.839274578,-1.292731313,-1.843678856,-1.890216283,-1.355136853,-0.844149566,-0.96630868,-0.940897975,0.889692083,0.554186716,1.951728665,-0.63273095,-0.466182084,0.448736471,1.896789355,3.506262447,3.305756946,-0.614218671,-1.79223664,-1.350855276,-1.884097049,-2.564816294,-2.042172807,-1.627349791,-1.712826972,-1.104141089,-0.327410412,0.509705839,1.031869662,-0.571598417,-0.65977753,-0.048199762,0.219388723,1.528185491,-0.489098975,-1.070526722,-0.224566034,0.200475038,0.289892516,-0.232276422,0.899723747,-0.932754261,-0.391426954,-0.452149861,1.138348018,0.004814069,-0.208423786
42.46300907,-1.219075124,-1.328072458,2.018150522,-5.468404484,-1.823353942,-0.156127238,1.451133418,-0.375236076,-0.301803595,-0.8660878,0.798533616,-0.04939856,1.002899372,-0.589854488,-0.72313434,-0.521320163,-0.184326247,0.404040806,-0.076847202,0.71994443,2.184922782,0.788503318,2.56351704,0.673795698,0.052999975,-1.346630023,-1.343586855,-0.833824966,-1.449951257,-0.975789677,0.333303621,1.000087243,-0.548563941,-1.088025719,-0.998253522,-0.54058449,0.323592114,-0.20377346,0.634452137,2.919442179,-0.61160063,2.872259198,1.462874195,0.303501966,-1.001641109,-1.104109116,-1.041707396,-1.088781786,-0.738136193,-0.523240926,0.85301072,-0.650480509,-0.225221376,0.030714277,0.170334965,0.468858009,0.066525682,0.735270013,0.668070792,2.283380732,1.7500918,-0.250153873,-0.199153111,-1.561238481,-1.455826144,-0.519175733,-1.673174273,-0.922234734,-0.549389785,1.032943756,-0.349779562,-0.887797095,0.881097668,0.474077594,1.055053102,-0.985573051,0.228917773,-1.507549382,-0.168431315,-0.530338332,-0.6206708,-1.608164044,-0.875471225,0.409200323,-0.205766369,0.709774966,-0.63025356,-0.691362322,-0.999274634
36.51048777,0.53358953,0.188279968,-2.078306165,-0.106579446,-1.903224032,-0.068298199,-0.273272041,0.11854074,1.205208667,-1.375047466,1.576090407,-0.993018722,0.581199504,1.237313673,1.671722404,0.851007727,0.560548507,-0.287589192,-0.805175362,-1.224169878,-1.069474728,-1.038008283,-0.189091544,0.144719607,-0.963284142,-0.255888698,-0.113464782,0.526292912,-0.21720121,-0.242412132,-1.746596597,0.9517743,1.992574597,2.056570328,1.329336322,1.00407043,-0.423021587,-0.944175302,-1.413921762,-1.465241592,-1.851683204,-0.592913338,-0.21732214,-1.083273319,-0.715187582,0.042266081,-0.054891353,-0.29932301,-0.400233556,-0.378667332,0.300968388,0.611705208,1.281587347,0.486467689,0.250920043,-0.192296575,-0.667237887,-0.974081088,-0.555285481,-0.218479341,0.113709026,0.360972403,-0.795508483,0.043947963,-0.24213388,0.790096151,-0.206923558,-0.195899268,-1.608335448,4.785307103,0.371977495,1.14992772,0.410274691,-0.768582322,0.235459192,-1.891265467,-1.523043093,-1.507549382,-0.991740531,0.632678821,-0.834999572,0.08689735,1.317795026,-0.605190544,-1.065668024,0.728668053,0.031381562,-1.795962197,-1.047694074
13.0581582,0.315151949,-0.000895528,-0.660442581,0.399265873,-1.017605805,-0.087691425,-0.335640727,-0.287862579,0.62441225,-0.27268943,0.383100601,-0.512306564,0.362236863,0.612703975,1.067442964,0.845503824,0.120803853,-0.334966871,-0.511248306,-0.719807455,-0.367589718,0.61018329,0.804506989,-0.064650307,-0.575662845,-0.440042596,-0.312488567,-0.329506015,-0.181691558,-0.430090991,-0.839003774,0.400141719,0.87179688,1.363744688,0.903398074,0.210654265,-0.252988785,-0.679875911,-0.534851013,-0.019126017,0.065299159,0.502240854,-0.386299132,-0.863656867,-0.453295946,-0.243791725,-0.552287516,-0.666683116,-0.599165324,-0.153775074,0.304163831,0.332174671,0.696618977,0.745801685,0.046589128,-0.382191233,-0.342077778,-0.833657817,-0.618073225,0.959133944,0.910352976,0.200912132,-0.280961465,-0.40032374,-0.353087488,-0.162713475,0.144533759,-0.301498385,-0.696005615,2.109318899,0.619437058,0.254031465,-0.980793197,-0.210285838,-1.307305817,-0.264715822,1.277222226,-0.766510958,-0.748490081,0.461047499,-0.23395883,0.560767288,1.922390415,-2.206026131,-1.065668024,0.331913234,-0.795662341,-0.635668211,-1.047694074
27.87842607,0.396743291,1.63463469,-1.59406621,0.374668528,-1.579156822,-0.373503332,-0.065751081,0.356190524,1.1656898,-1.400525568,1.59397299,-0.814977182,0.355623385,1.177451229,1.284064804,1.010743045,0.400899213,-0.483016589,-0.596742773,-1.414823252,-1.369500026,-1.053682418,-0.640829292,-0.412104486,-0.007614743,-0.289678241,0.149649536,0.803210374,0.770752373,0.027089347,-1.784412964,1.02830471,1.560685391,1.7872997,1.573267229,1.057328038,-0.565094808,-0.80862195,-1.893675363,-2.130591182,-1.255805852,-1.41962098,-0.999028933,-0.429731472,-0.081100349,-0.145489776,0.430099669,0.663740137,0.544667723,-0.153775074,-0.169612907,0.809340136,0.78417943,0.543773742,-0.051156381,-0.409206001,-0.403870868,-0.887133493,-0.460782634,-0.662043566,0.020447974,0.049864188,0.286319892,-0.438344099,0.31141675,0.950485123,0.748957404,-0.224879804,-1.38320884,1.974772007,2.186680955,0.886428822,1.266316468,0.45606803,-0.118091123,-1.077990644,-1.982573812,-1.184532633,-0.991740531,1.300823863,-0.700306214,0.807441484,0.12146798,-0.304043255,-0.977723537,0.74756114,-0.592082303,-1.545338696,-1.031554261
10.72739439,0.758223921,1.432269012,0.209677012,0.093074322,-1.368474513,0.198862647,-0.086704995,-0.488300489,0.491621647,-1.357366393,1.428050491,-1.064235338,0.490616657,1.121651278,1.486577141,1.069541667,0.344303228,-0.212664085,-0.231723307,-0.626715244,0.362505569,-1.068568377,-0.417853485,-0.468523696,-0.667920385,-0.682151585,-0.65256282,-0.33491112,-0.536374348,-0.760755904,-1.103718347,0.612514181,0.965925808,1.43285742,1.042494457,0.194238524,-0.033547374,-0.374169602,-0.824038896,0.488626907,-0.940607461,0.105224641,-0.68386028,-0.790453634,-0.743132753,-0.597409744,-0.256595285,-0.570180573,-0.969997209,-0.989089173,0.317686855,1.170753898,1.382102796,1.010901649,0.434555048,-0.351267467,-0.085289226,-0.352488486,0.165365588,-0.922412811,-0.783239673,-0.206545297,-0.473130977,-0.561215079,-0.646694033,-0.365532944,-0.474511797,-0.529334945,-1.306030675,3.006298185,0.82565336,0.148631906,0.795493491,0.960335822,0.717573257,-2.076100653,-1.307638068,-1.450546426,-0.991740531,1.123984525,-1.062384085,0.474867258,-0.077919861,0.150319321,-0.577087538,0.40748558,-0.299435999,-1.387538714,-1.063833887
15.90761455,-0.461515004,1.115932823,-0.752830967,0.172043907,-1.671528104,-0.197289443,-0.459947403,-0.183273749,-0.797014756,-1.404039603,1.238196642,-0.832781336,0.610853016,1.548534888,1.965385752,0.942327753,-0.098966985,-0.558217762,-0.438962514,-0.508892225,-0.552758114,0.130571737,-1.046998831,-0.895894277,0.370797682,-0.351498877,-0.482092824,-0.49232091,-0.583282189,-0.372797603,-1.387341104,0.382434669,2.026528078,2.538803186,0.934711999,0.407600467,-0.565774548,-0.795908376,-0.210713302,-0.949867178,-0.439931236,-1.340377266,-1.511730002,0.561901321,-0.473394518,-0.849350079,-0.359821578,-0.743917825,-0.74214299,-0.555368391,0.765523143,1.007956801,1.26580988,0.893192285,-0.452861242,-0.531825995,-0.112386169,-0.746364919,-0.054907175,0.604853293,-0.624837739,-0.297058115,0.176938986,-0.234750153,-0.185745692,-0.569274184,-0.459605288,-0.17297853,-1.569406124,2.258815447,2.805329861,3.503851214,0.581483046,0.149905442,-1.676926601,-1.965199541,-1.810249792,-1.507549382,-0.991740531,0.708755373,-0.172198466,-0.146636645,-1.242087578,1.930786624,-1.065668024,0.671988793,-0.68114857,-1.229738732,-1.0799737
